left_dimension,left_value,right_dimension,right_value,eligible_papers,papers_present,paper_prevalence_within_left,denominator_objects,object_count,conditional_object_share,paper_normalized_conditional_share,conference_equal_paper_normalized_conditional_share
kind,figure,module,Appendix E.3 Pretraining Results,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,Appendix E.4 Generalization and Prefix Experiments,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,Appendix F,246,1,0.004065,3071,3,0.000977,0.001109,0.000921
kind,figure,module,Appendix F / qualitative comparisons / sample 1 / VGS,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F / qualitative comparisons / sample 1 / standard,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F / qualitative comparisons / sample 2 / VGS,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F / qualitative comparisons / sample 2 / standard,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F / qualitative comparisons / sample 3 / VGS,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F / qualitative comparisons / sample 3 / standard,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F / qualitative comparisons / sample 4 / VGS,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F / qualitative comparisons / sample 4 / standard,246,1,0.004065,3071,1,0.000326,0.000226,0.000283
kind,figure,module,Appendix F — Examples,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,Appendix F.2,246,1,0.004065,3071,1,0.000326,0.00037,0.000464
kind,figure,module,Appendix G smoothing severity,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,Appendix G.1.1,246,1,0.004065,3071,2,0.000651,0.000813,0.00102
kind,figure,module,Appendix G.1.2,246,1,0.004065,3071,2,0.000651,0.000813,0.00102
kind,figure,module,Appendix G.3,246,2,0.00813,3071,3,0.000977,0.001146,0.001438
kind,figure,module,Appendix G.4,246,2,0.00813,3071,3,0.000977,0.001183,0.001484
kind,figure,module,Appendix H,246,1,0.004065,3071,2,0.000651,0.000739,0.000928
kind,figure,module,Appendix H / limitations,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,Appendix H.1,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,Appendix H.2 / dimensionality scaling,246,1,0.004065,3071,1,0.000326,0.001355,0.001126
kind,figure,module,Appendix visual material / texture synthesis,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,B.1 Prompt for LLM Filtration,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,B.2 Prompt for MLLM Filtration,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,B.3 Prompt for Human Filtration,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,B.4 Manual Annotation Guideline,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,C.1 Prompt for Evaluation,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,C.2 Prompt for LLM Judge,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,D.2 Prompt for Extracting Metaphorical Concept Pairs,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,E.1 Prompt for Identifying Visual Elements,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,E.2 Prompt for Generating Video Metaphor Interpretation,246,1,0.004065,3071,1,0.000326,0.000163,0.000204
kind,figure,module,Experimental design / Results 1 finite-size check,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,Introduction,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,Introduction / Riemannian preview,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,Introduction / denoising and two generative tasks,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,Introduction / motivation,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,Introduction / problem positioning,246,1,0.004065,3071,1,0.000326,0.00037,0.000464
kind,figure,module,Introduction / single geometry distribution,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,LLM routing regret,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,M1 connectivity matrices,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,Main ablation / fusion-token attention,246,1,0.004065,3071,1,0.000326,0.00037,0.000464
kind,figure,module,Method / overall LIMSSR framework,246,1,0.004065,3071,1,0.000326,0.00037,0.000464
kind,figure,module,Method 4.2 / aggregated training pairs,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,Method 4.3–4.4 / conditional encoding and generation,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,Results 2.1–2.3 / theory phase diagram,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,Results 2.2–2.3 / quadratic learned spectra,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,Results 5.2 / formulation comparison,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,Results 5.3 / raw versus enhanced rendering,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,Results 5.4 / novel pose generation,246,1,0.004065,3071,1,0.000326,0.000194,0.000161
kind,figure,module,Sec. 3.1 prompt design,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,Sec. 3.2 loss,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,Sec. 3.3 image diversity versus label density,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,Sec. 3.3 mix-data training,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,Sec. 3.4 final method,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,Sec. 4 multi-task qualitative results,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,Sec. 4 qualitative visualization,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,Section 2 / depth decomposition,246,1,0.004065,3071,1,0.000326,0.000508,0.000638
kind,figure,module,Section 2 / depth–accuracy relation,246,1,0.004065,3071,1,0.000326,0.000508,0.000638
kind,figure,module,Section 2 / execution-depth budget,246,1,0.004065,3071,1,0.000326,0.000508,0.000638
kind,figure,module,Section 2 / recurrence and operator demand,246,1,0.004065,3071,1,0.000326,0.000508,0.000638
kind,figure,module,Section 2 / structural bias,246,1,0.004065,3071,1,0.000326,0.000508,0.000638
kind,figure,module,Section 4.2 / pass@k and unique depth,246,1,0.004065,3071,1,0.000326,0.000508,0.000638
kind,figure,module,ablation,246,104,0.422764,3071,347,0.112993,0.084627,0.085414
kind,figure,module,ablation / Muon approximation,246,1,0.004065,3071,1,0.000326,0.000226,0.000188
kind,figure,module,ablation / Section 6.2 Top-W Ablations and Behavior,246,1,0.004065,3071,1,0.000326,0.001355,0.001701
kind,figure,module,ablation / efficiency analysis,246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,"ablation / state, chunk, and objective choices",246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,ablation / tool-use mechanism,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,ablation / §4.3,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,ablation / §4.4,246,1,0.004065,3071,2,0.000651,0.000903,0.001134
kind,figure,module,ablation / §5.1,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,ablation / §5.2 Dynamic selective speculation,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,ablation B.1 blending examples,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,ablation B.1 conditional-generation examples,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,ablation B.1 correlation masking,246,1,0.004065,3071,2,0.000651,0.000625,0.00052
kind,figure,module,ablation/mitigation,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,abstract,246,24,0.097561,3071,24,0.007815,0.009991,0.010207
kind,figure,module,abstract / system overview,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,all latent dynamics,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,appendix,246,106,0.430894,3071,836,0.272224,0.208642,0.20497
kind,figure,module,appendix / A.2,246,2,0.00813,3071,2,0.000651,0.000821,0.000839
kind,figure,module,appendix / A.3,246,1,0.004065,3071,2,0.000651,0.000739,0.000928
kind,figure,module,appendix / A.4,246,1,0.004065,3071,2,0.000651,0.000903,0.000751
kind,figure,module,appendix / B.3.3 Speculative Reaction Time Benefits,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,appendix / C.2.1 E-commerce,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,appendix / C.2.2 OS hyperparameter tuning,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,appendix / C.3,246,1,0.004065,3071,4,0.001303,0.001807,0.002268
kind,figure,module,appendix / D.1,246,2,0.00813,3071,3,0.000977,0.001355,0.001318
kind,figure,module,appendix / D.2,246,1,0.004065,3071,1,0.000326,0.000452,0.000567
kind,figure,module,appendix / D.4,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,appendix / F.2,246,1,0.004065,3071,1,0.000326,0.000452,0.000567
kind,figure,module,appendix / H.1,246,1,0.004065,3071,1,0.000326,0.000452,0.000567
kind,figure,module,appendix / §D.2 Construction of Hard Instances,246,1,0.004065,3071,1,0.000326,0.001355,0.001701
kind,figure,module,appendix A,246,2,0.00813,3071,3,0.000977,0.001581,0.00141
kind,figure,module,appendix A / inference-time adjustment,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,appendix A.1,246,2,0.00813,3071,2,0.000651,0.000678,0.000563
kind,figure,module,appendix A.2,246,2,0.00813,3071,2,0.000651,0.000903,0.000751
kind,figure,module,appendix A.23,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,appendix A.25,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,appendix A.3,246,2,0.00813,3071,2,0.000651,0.000764,0.000635
kind,figure,module,appendix A.3.6,246,1,0.004065,3071,3,0.000977,0.000871,0.001093
kind,figure,module,appendix A.3.7,246,1,0.004065,3071,3,0.000977,0.000871,0.001093
kind,figure,module,appendix A.3.8,246,1,0.004065,3071,1,0.000326,0.00029,0.000364
kind,figure,module,appendix A.3.9,246,1,0.004065,3071,3,0.000977,0.000871,0.001093
kind,figure,module,appendix A.4 / real-robot setup,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,appendix A.5,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,appendix A.6,246,2,0.00813,3071,3,0.000977,0.001581,0.001314
kind,figure,module,appendix A.6.2,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,appendix A.6.4,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,appendix A.7,246,1,0.004065,3071,2,0.000651,0.000903,0.000751
kind,figure,module,appendix A.7 listening-study details,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,appendix A.9,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,appendix B,246,4,0.01626,3071,9,0.002931,0.003603,0.004235
kind,figure,module,appendix B / Analytical Computations for the BBP,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,appendix B / user study,246,1,0.004065,3071,1,0.000326,0.00029,0.000241
kind,figure,module,appendix B mechanism,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,appendix B mechanism/result,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,appendix B qualitative evidence,246,1,0.004065,3071,2,0.000651,0.000678,0.000563
kind,figure,module,appendix B results,246,1,0.004065,3071,2,0.000651,0.000678,0.000563
kind,figure,module,appendix B.1,246,3,0.012195,3071,4,0.001303,0.000816,0.000719
kind,figure,module,appendix B.2,246,3,0.012195,3071,6,0.001954,0.001072,0.001055
kind,figure,module,appendix B.3,246,4,0.01626,3071,4,0.001303,0.001182,0.001078
kind,figure,module,appendix B.3 interpretability,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,appendix B.4,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,appendix B.4 removing the latent DFT,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,appendix B.5 per-band error,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,appendix B.6,246,1,0.004065,3071,4,0.001303,0.000387,0.000486
kind,figure,module,appendix C,246,6,0.02439,3071,7,0.002279,0.001819,0.001607
kind,figure,module,appendix C / long-video extrapolation,246,1,0.004065,3071,1,0.000326,0.00029,0.000241
kind,figure,module,appendix C / negative guidance analysis,246,1,0.004065,3071,1,0.000326,0.00029,0.000364
kind,figure,module,appendix C / qualitative comparison,246,1,0.004065,3071,1,0.000326,0.00029,0.000241
kind,figure,module,appendix C / speed-quality trade-off,246,1,0.004065,3071,1,0.000326,0.00029,0.000241
kind,figure,module,appendix C leak experiment,246,1,0.004065,3071,1,0.000326,0.002033,0.001689
kind,figure,module,appendix C.1,246,2,0.00813,3071,4,0.001303,0.001694,0.001839
kind,figure,module,appendix C.1 theory verification,246,1,0.004065,3071,1,0.000326,0.000271,0.000225
kind,figure,module,appendix C.1–C.2,246,1,0.004065,3071,1,0.000326,0.000177,0.000147
kind,figure,module,appendix C.2,246,4,0.01626,3071,10,0.003256,0.004036,0.004031
kind,figure,module,appendix C.2 theorem verification,246,1,0.004065,3071,1,0.000326,0.000271,0.000225
kind,figure,module,appendix C.3,246,5,0.020325,3071,6,0.001954,0.001793,0.001888
kind,figure,module,appendix C.3 false-positive analysis,246,1,0.004065,3071,1,0.000326,0.000271,0.000225
kind,figure,module,appendix C.4,246,2,0.00813,3071,2,0.000651,0.000524,0.000657
kind,figure,module,appendix C/D,246,1,0.004065,3071,1,0.000326,0.000678,0.000563
kind,figure,module,appendix D,246,8,0.03252,3071,18,0.005861,0.005368,0.005353
kind,figure,module,appendix D / Dependency on p* and Underparametrization,246,1,0.004065,3071,2,0.000651,0.000813,0.000676
kind,figure,module,appendix D / streaming demo examples,246,1,0.004065,3071,1,0.000326,0.00029,0.000241
kind,figure,module,appendix D.1,246,6,0.02439,3071,9,0.002931,0.003102,0.003388
kind,figure,module,appendix D.1 ablation,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,appendix D.1 efficiency analysis,246,1,0.004065,3071,1,0.000326,0.00029,0.000364
kind,figure,module,appendix D.10,246,1,0.004065,3071,1,0.000326,9.7e-05,0.000121
kind,figure,module,appendix D.2,246,5,0.020325,3071,10,0.003256,0.002104,0.002422
kind,figure,module,appendix D.2 / OpenTodo variation montage,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,appendix D.2 / scaling,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,appendix D.2 ablation,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,appendix D.2 failure mechanism,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,appendix D.2 robust scaling in δ,246,1,0.004065,3071,1,0.000326,0.00029,0.000364
kind,figure,module,appendix D.3,246,2,0.00813,3071,6,0.001954,0.000661,0.000754
kind,figure,module,appendix D.3 diversity analysis,246,1,0.004065,3071,1,0.000326,0.00029,0.000364
kind,figure,module,appendix D.4,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,appendix D.4 / BrowserGym action set,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,appendix D.4 SDXL DDIM-50,246,1,0.004065,3071,1,0.000326,0.00029,0.000364
kind,figure,module,appendix D.5,246,2,0.00813,3071,3,0.000977,0.000605,0.000759
kind,figure,module,appendix D.5 / MAD reliability comparison,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,appendix D.5 sample comparison,246,1,0.004065,3071,1,0.000326,0.00029,0.000364
kind,figure,module,appendix D.6,246,1,0.004065,3071,3,0.000977,0.00029,0.000364
kind,figure,module,appendix D.7,246,1,0.004065,3071,1,0.000326,9.7e-05,0.000121
kind,figure,module,appendix D.8,246,1,0.004065,3071,2,0.000651,0.000194,0.000243
kind,figure,module,appendix D.9,246,1,0.004065,3071,1,0.000326,9.7e-05,0.000121
kind,figure,module,appendix E,246,8,0.03252,3071,21,0.006838,0.006403,0.005909
kind,figure,module,appendix E / Extension to Other Non-linearities,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
