paper_id,conference,analysis_stratum,sample_cohort,category,title,start_page,end_page,pages_spanned,main_text_call_count
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,failure_case,Appendix G: Trajectory Examples and Visualizations,31,39,9,1
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,qualitative_example,Appendix H: Comparative Case Analysis,33,43,11,2
iclr-2026-4f0f02a727a0,ICLR,oral,foundation_200,other,A LLM Usage,14,14,1,0
iclr-2026-4f0f02a727a0,ICLR,oral,foundation_200,additional_result,B Detailed Experimental Results,14,15,2,1
iclr-2026-4f0f02a727a0,ICLR,oral,foundation_200,implementation_detail,C Prompt,15,18,4,1
iclr-2026-4f0f02a727a0,ICLR,oral,foundation_200,implementation_detail,D Details of the Experimental Setup,18,19,2,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,extended_method,A Method Details: Linear CKA,14,14,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,other,B Limitations and Future Work,15,15,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,other,C.1 Model Stitching,15,15,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,other,C.2 Domain Adaptation and Generalization,15,15,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,other,C.3 CardioGAN for Additional Modalities,16,16,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,implementation_detail,D.1.1 Dataset Preprocessing,16,16,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,dataset_detail,D.1.2 Dataset Split,16,17,2,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,implementation_detail,D.1.3 BioX-Bridge and Baseline Implementation Details,16,17,2,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,additional_result,D.2 Main Results with Standard Deviations,17,17,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,ablation,D.3.1 BioX-Bridge Framework with Traditional Biosignal Models,17,18,2,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,ablation,D.3.2 Impact of Foundation Model Size,19,20,2,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,additional_result,D.4 Bridge Position Selection Results,20,23,4,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,ablation,D.5 Bridge Position Ablation Results,23,24,2,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,ablation,"D.6 Bridge Rank, Prototype Set, Dataset Size Ablation Results",23,25,3,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,ablation,D.7 Bridge Architecture Ablation,25,25,1,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,robustness,D.8 Bridge with Reshuffled Subjects,25,26,2,1
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,other,Appendix References,27,27,1,1
iclr-2026-fdf9a5fa8f55,ICLR,oral,foundation_200,other,A LLM Usage Statement,19,19,1,0
iclr-2026-fdf9a5fa8f55,ICLR,oral,foundation_200,dataset_detail,B Corpus Composition,19,20,2,2
iclr-2026-fdf9a5fa8f55,ICLR,oral,foundation_200,implementation_detail,C Tokenizer Details,21,21,1,2
iclr-2026-fdf9a5fa8f55,ICLR,oral,foundation_200,dataset_detail,D Provenance,21,26,6,2
iclr-2026-fdf9a5fa8f55,ICLR,oral,foundation_200,other,E Open Culture Verification,26,27,2,1
iclr-2026-fdf9a5fa8f55,ICLR,oral,foundation_200,implementation_detail,F Cleaning and Curation,27,31,5,2
iclr-2026-fdf9a5fa8f55,ICLR,oral,foundation_200,additional_result,G Evaluations,31,34,4,2
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,extended_method,A. Expectation-Maximization Algorithm for Gaussian Mixture Model,17,17,1,1
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,proof,B. Proofs,17,19,3,3
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,extended_method,C. More Discussions on the Proposed CoCo,19,20,2,2
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,reproducibility,D. Training Procedure,20,20,1,1
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,other,E. Complexity Analysis,20,21,2,2
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,implementation_detail,F. Details of Experimental Setup,21,21,1,1
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,additional_result,G. Additional Main Experimental Results,21,22,2,1
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,ablation,H. Additional Results on Influence of Consistency Learning,22,22,1,2
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,ablation,I. Additional Sensitivity Analysis,22,23,2,1
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,robustness,J. Graph Convolutional Filter v.s. GCN,22,23,2,1
iclr-2026-e17153a60ea0,ICLR,oral,foundation_200,other,K. Related Work,23,24,2,0
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,proof,A.1.1 Proof of Theorem 1,15,15,1,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,proof,A.1.2 Proof of Theorem 2 and Lemma A.1,16,19,4,2
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,proof,A.1.3 Proof of Theorem 4,19,21,3,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,proof,A.1.4 Proof of Theorem 6,21,23,3,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,proof,A.1.5 Proof of Theorem 7 and Lemma A.4,23,25,3,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,extended_method,A.2 RDC expression for Bernoulli case,25,27,3,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,extended_method,A.3 RDC expression for Gaussian case,27,29,3,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,proof,A.4 DRPC expression for Gaussian case with Wasserstein divergence,29,30,2,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,additional_result,B.1 Entropy-model-based rate estimation,31,36,6,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,extended_method,B.2 Inpainting problem,36,40,5,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,implementation_detail,B.3 Experimental results of Section B.1,40,43,4,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,implementation_detail,B.4 Experimental results of Section B.2,43,44,2,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,additional_result,B.5 Experimental results of Section 5,45,45,1,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,additional_result,C.1–C.2 Empirical RDC heatmaps and contours,46,47,2,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,robustness,C.3 Quantitative theoretical/empirical DRC comparison,47,48,2,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,robustness,C.4 Exact conditional entropy H(S|Y),48,49,2,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,additional_result,C.5 Real-world imaging and photographic noise,49,49,1,1
iclr-2026-87e3cec2f574,ICLR,oral,foundation_200,additional_result,C.6 Other compression and denoising approaches,49,50,2,1
iclr-2026-023366ecf605,ICLR,oral,foundation_200,other,A. The Use of Large Language Models,16,16,1,0
iclr-2026-023366ecf605,ICLR,oral,foundation_200,dataset_detail,B. Details of CyberGym Benchmark,16,18,3,1
iclr-2026-023366ecf605,ICLR,oral,foundation_200,implementation_detail,C. Details on Experimental Setup,19,23,5,2
iclr-2026-023366ecf605,ICLR,oral,foundation_200,additional_result,D. Additional Experimental Results,23,27,5,2
iclr-2026-023366ecf605,ICLR,oral,foundation_200,failure_case,E. Analysis of Incomplete Patches and Zero-day Vulnerabilities,27,27,1,2
iclr-2026-023366ecf605,ICLR,oral,foundation_200,qualitative_example,F. Additional Case Studies,27,46,20,1
iclr-2026-4019795d726c,ICLR,oral,foundation_200,implementation_detail,A Data Augmentation Banks,16,16,1,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,dataset_detail,B.1 APAVA Preprocessing,16,16,1,1
iclr-2026-4019795d726c,ICLR,oral,foundation_200,dataset_detail,B.2 TDBrain Preprocessing,16,17,2,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,dataset_detail,B.3 ADFTD Preprocessing,17,17,1,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,dataset_detail,B.4 PTB Preprocessing,17,17,1,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,dataset_detail,B.5 PTB-XL Preprocessing,17,17,1,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,implementation_detail,C.1 Implementation Details of All Baselines,18,19,2,1
iclr-2026-4019795d726c,ICLR,oral,foundation_200,implementation_detail,C.2 Implementation Details of TeCh,19,19,1,1
iclr-2026-4019795d726c,ICLR,oral,foundation_200,hyperparameter,Table 6 Critical Hyperparameters,19,19,1,1
iclr-2026-4019795d726c,ICLR,oral,foundation_200,extended_method,Algorithm 1 CoTAR Pseudo-Code,19,19,1,1
iclr-2026-4019795d726c,ICLR,oral,foundation_200,ablation,C.3 Full Ablation Results,19,20,2,1
iclr-2026-4019795d726c,ICLR,oral,foundation_200,additional_result,C.4 Comparison with Cutting-edge Temporal Models,20,20,1,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,robustness,C.5 Five-fold Cross-validation Result,21,21,1,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,additional_result,C.6 Centralization Analysis,21,21,1,0
iclr-2026-4019795d726c,ICLR,oral,foundation_200,additional_result,C.7 Comparison with the Latest Advancement,21,21,1,0
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,extended_method,A.1 Examples of Rendered Markers and Text-Based Pixel Reference,14,14,1,2
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,dataset_detail,A.2 Statistics of DepthLMBench,14,14,1,1
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,robustness,A.3 Cross-Dataset Evaluation for SFT vs GRPO Experiments,14,14,1,2
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,hyperparameter,A.4 GRPO Hyper-Parameters,15,15,1,2
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,extended_method,A.5 Prompts for Camera Ambiguity Analysis,15,15,1,1
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,hyperparameter,A.6 Hyper-Parameters for DepthLM Training,15,15,1,1
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,additional_result,A.7 DepthLM Multi-Task Performance on Each Dataset,15,15,1,2
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,A Useful Concentration Inequalities,11,12,2,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,B Privacy Analysis of Peeling Exponential Mechanism,12,12,1,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,C.1 Proof of Lemma 3.1,12,12,1,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,C.2.1 Proof of σ and T,12,13,2,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,C.2.2 Proof of Theorem 3.3,13,15,3,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,C.2.3 Proof of Theorem 3.6,16,17,2,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,C.3 Proof of Theorem 4.3,17,18,2,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,C.4 Proof of Theorem 4.5,18,21,4,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,proof,D Lower Bounds,21,23,3,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,dataset_detail,E Experiment Details,23,24,2,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,additional_result,F.1 Private Domain Discovery,24,25,2,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,additional_result,F.2 Top-k Selection,25,26,2,1
iclr-2026-f34826d49cba,ICLR,oral,foundation_200,additional_result,F.3 k-Hitting Set,27,27,1,1
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,other,A Discussion,15,15,1,1
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,additional_result,B Additional Results,15,17,3,1
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,additional_result,B.1 Corroborating Results on Early Answer Convergence,15,16,2,1
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,qualitative_example,B.2 Qualitative Analysis: Decoding Trajectories,16,17,2,0
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,failure_case,B.3 Distribution of Incorrect Answers,17,17,1,0
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,implementation_detail,C Implementation Details,17,19,3,1
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,extended_method,C.1 Algorithm Design,17,18,2,1
iclr-2026-d99017a21fe7,ICLR,oral,foundation_200,hyperparameter,C.2 Evaluation and Hyperparameter,18,19,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,other,Appendix table of contents,19,19,1,0
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,extended_method,A.1 Basics of Transversal Matroids,19,20,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,extended_method,A.2 Algorithm Overview,21,21,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,extended_method,A.3 Phase 1: Bipartite Graph Realization,22,22,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,extended_method,A.4 Phase 2: Augmenting a Bipartite Graph for Matroid Extensions,22,24,3,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,proof,B.1 Proofs of Irreducibility Results,24,25,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,proof,B.2 Proof from Rank Equivalence to Distributional Equivalence,25,26,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,proof,B.3.1 Constructing Particular Solutions to a Column Augmentation,27,27,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,proof,B.3.2 Traversing All Solutions to a Column Augmentation,28,31,4,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,proof,B.3.3 From One Column Augmentation to Multiple Columns’ Joint Augmentation,31,32,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,proof,B.4 Proofs of the Graphical Criterion and Transformational Characterization,32,35,4,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,proof,B.5 Other Immediate or Known Results,35,35,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,other,C.1 Side-by-side Comparison Between Path Ranks and Edge Ranks,36,36,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,qualitative_example,C.2 Another Example Distributional Equivalence Class,36,37,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,extended_method,C.3 A Presentation of the Equivalence Class,37,38,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,additional_result,C.4 Examples of Non-Rank Constraints in Mixing Matrices,38,39,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,other,C.5 Related Work,39,42,4,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,additional_result,D.1 Quantifying the Sizes of Equivalence Classes,43,43,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,additional_result,D.2 Assessing glvLiNG Algorithm’s Runtime,44,44,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,additional_result,D.3 Benchmarking Existing Methods under Oracle Inputs,45,45,1,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,robustness,D.4 Evaluating glvLiNG’s Performance with Existing Methods in Simulations,46,47,2,1
iclr-2026-159f6b7208d5,ICLR,oral,foundation_200,qualitative_example,D.5 Analyzing a Real-World Dataset with glvLiNG,47,48,2,1
iclr-2026-df99a0fdd618,ICLR,oral,foundation_200,ethics_impact,A.1 Image and Video Copyrights,17,17,1,1
iclr-2026-df99a0fdd618,ICLR,oral,foundation_200,reproducibility,A.2 Automatic Evaluation,17,17,1,1
iclr-2026-df99a0fdd618,ICLR,oral,foundation_200,reproducibility,A.2 User Study,17,18,2,1
iclr-2026-df99a0fdd618,ICLR,oral,foundation_200,qualitative_example,Instructions of Figure 1,18,18,1,1
iclr-2026-df99a0fdd618,ICLR,oral,foundation_200,additional_result,A.3 Image Editing,18,18,1,1
iclr-2026-df99a0fdd618,ICLR,oral,foundation_200,additional_result,A.3 Video Generation,19,19,1,1
