analysis_view,conference,analysis_stratum,module,metric,n,mean,trimmed_mean_20,median,q1,q3,min,max,design_weighted_mean,status
foundation_200,ICLR,all,method,present,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,all,method,estimated_words,7,1366.428571,1304.8,1186.0,850.0,1819.0,541.0,2500.0,1377.333843808,interim
foundation_200,ICLR,all,method,main_word_share,7,0.225377,0.214728,0.217,0.156819,0.2715,0.096,0.408,0.227727061,interim
foundation_200,ICLR,all,method,figures,7,1.285714,1.4,1.0,1.0,2.0,0.0,2.0,1.339969372,interim
foundation_200,ICLR,all,method,tables,7,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.169984686,interim
foundation_200,ICLR,all,method,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,method,displayed_equations,7,2.571429,1.4,0.0,0.0,3.5,0.0,11.0,2.015313935,interim
foundation_200,ICLR,all,method,visual_objects,7,1.428571,1.6,2.0,1.0,2.0,0.0,2.0,1.509954058,interim
foundation_200,ICLR,all,method,visual_objects_per_1000_words,7,1.330389,1.362544,1.098901,0.821585,2.035326,0.0,2.5,1.345654204,interim
foundation_200,ICLR,all,method,equations_per_1000_words,7,1.371123,0.709451,0.0,0.0,1.773626,0.0,6.050605,1.05700567,interim
foundation_200,ICLR,all,method,equation_share_within_main,5,0.5375,0.5625,0.6875,0.0,1.0,0.0,1.0,0.593242459,interim
foundation_200,ICLR,all,method,visual_share_within_main,6,0.213636,0.195455,0.174242,0.116667,0.295455,0.1,0.4,0.201349589,interim
foundation_200,ICLR,all,theory,present,7,0.285714,0.2,0.0,0.0,0.5,0.0,1.0,0.245022971,interim
foundation_200,ICLR,all,theory,estimated_words,7,338.428571,112.0,0.0,0.0,280.0,0.0,1809.0,230.935681369,interim
foundation_200,ICLR,all,theory,main_word_share,7,0.059946,0.023724,0.0,0.0,0.059309,0.0,0.301,0.042749926,interim
foundation_200,ICLR,all,theory,figures,7,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.169984686,interim
foundation_200,ICLR,all,theory,tables,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,theory,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,theory,displayed_equations,7,0.571429,0.0,0.0,0.0,0.0,0.0,4.0,0.300153139,interim
foundation_200,ICLR,all,theory,visual_objects,7,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.169984686,interim
foundation_200,ICLR,all,theory,visual_objects_per_1000_words,2,0.892857,0.892857,0.892857,0.446429,1.339286,0.0,1.785714,1.238839286,interim
foundation_200,ICLR,all,theory,equations_per_1000_words,2,1.105583,1.105583,1.105583,0.552792,1.658375,0.0,2.211166,0.677169707,interim
foundation_200,ICLR,all,theory,equation_share_within_main,5,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.028422274,interim
foundation_200,ICLR,all,theory,visual_share_within_main,6,0.013889,0.0,0.0,0.0,0.0,0.0,0.083333,0.01531457,interim
foundation_200,ICLR,all,experimental_design,present,7,0.857143,1.0,1.0,1.0,1.0,0.0,1.0,0.924961715,interim
foundation_200,ICLR,all,experimental_design,estimated_words,7,678.142857,651.4,522.0,400.0,967.5,0.0,1490.0,665.44716691,interim
foundation_200,ICLR,all,experimental_design,main_word_share,7,0.118273,0.119782,0.10591,0.072,0.1745,0.0,0.229,0.118989256,interim
foundation_200,ICLR,all,experimental_design,figures,7,0.714286,0.2,0.0,0.0,0.5,0.0,4.0,0.754977029,interim
foundation_200,ICLR,all,experimental_design,tables,7,0.428571,0.2,0.0,0.0,0.5,0.0,2.0,0.509954058,interim
foundation_200,ICLR,all,experimental_design,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,experimental_design,displayed_equations,7,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.075038285,interim
foundation_200,ICLR,all,experimental_design,visual_objects,7,1.142857,0.6,0.0,0.0,1.5,0.0,5.0,1.264931087,interim
foundation_200,ICLR,all,experimental_design,equation_share_within_main,5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.113689095,interim
foundation_200,ICLR,all,experimental_design,visual_objects_per_1000_words,6,1.262811,0.882071,0.33557,0.0,2.310642,0.0,4.048583,1.32354549,interim
foundation_200,ICLR,all,experimental_design,equations_per_1000_words,6,0.111857,0.0,0.0,0.0,0.0,0.0,0.671141,0.054446864,interim
foundation_200,ICLR,all,experimental_design,visual_share_within_main,6,0.141414,0.087121,0.083333,0.0,0.17803,0.0,0.5,0.138821995,interim
foundation_200,ICLR,all,results,present,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,all,results,estimated_words,7,1229.571429,1133.4,1160.0,925.5,1328.0,850.0,2090.0,1287.312404342,interim
foundation_200,ICLR,all,results,main_word_share,7,0.218387,0.203742,0.22,0.148,0.251355,0.139,0.371,0.231753266,interim
foundation_200,ICLR,all,results,figures,7,1.0,0.8,1.0,0.0,1.5,0.0,3.0,1.094946401,interim
foundation_200,ICLR,all,results,tables,7,2.428571,2.2,2.0,1.0,3.5,0.0,6.0,2.794793262,interim
foundation_200,ICLR,all,results,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,results,displayed_equations,7,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.075038285,interim
foundation_200,ICLR,all,results,visual_objects,7,3.428571,3.4,2.0,2.0,5.5,0.0,7.0,3.889739664,interim
foundation_200,ICLR,all,results,visual_objects_per_1000_words,7,2.823189,2.745568,2.352941,1.553738,4.133713,0.0,6.034483,3.155106749,interim
foundation_200,ICLR,all,results,equations_per_1000_words,7,0.155111,0.0,0.0,0.0,0.0,0.0,1.085776,0.081474793,interim
foundation_200,ICLR,all,results,equation_share_within_main,5,0.0125,0.0,0.0,0.0,0.0,0.0,0.0625,0.007105568,interim
foundation_200,ICLR,all,results,visual_share_within_main,6,0.428535,0.442803,0.427273,0.35,0.551136,0.2,0.6,0.438307746,interim
foundation_200,ICLR,all,ablation,present,7,0.857143,1.0,1.0,1.0,1.0,0.0,1.0,0.924961715,interim
foundation_200,ICLR,all,ablation,estimated_words,7,282.142857,307.0,330.0,245.0,357.5,0.0,440.0,304.387442594,interim
foundation_200,ICLR,all,ablation,main_word_share,7,0.049892,0.054249,0.051,0.044623,0.0655,0.0,0.078,0.054524156,interim
foundation_200,ICLR,all,ablation,figures,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,ablation,tables,7,0.857143,0.8,1.0,0.5,1.0,0.0,2.0,1.019908117,interim
foundation_200,ICLR,all,ablation,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,ablation,displayed_equations,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,ablation,visual_objects,7,0.857143,0.8,1.0,0.5,1.0,0.0,2.0,1.019908117,interim
foundation_200,ICLR,all,ablation,equation_share_within_main,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,ablation,visual_objects_per_1000_words,6,3.126433,3.37386,3.159204,2.719953,4.242424,0.0,5.263158,3.44735849,interim
foundation_200,ICLR,all,ablation,equations_per_1000_words,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,ablation,visual_share_within_main,6,0.112374,0.118561,0.095455,0.085227,0.175,0.0,0.2,0.12390879,interim
foundation_200,ICLR,all,conclusion,present,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,all,conclusion,estimated_words,7,121.142857,110.0,105.0,100.0,122.5,90.0,208.0,114.903522199,interim
foundation_200,ICLR,all,conclusion,main_word_share,7,0.02145,0.020029,0.02,0.016,0.024074,0.015,0.035,0.020775443,interim
foundation_200,ICLR,all,conclusion,figures,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,tables,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,displayed_equations,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,visual_objects,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,visual_objects_per_1000_words,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,equations_per_1000_words,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,equation_share_within_main,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,conclusion,visual_share_within_main,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,present,7,0.428571,0.4,0.0,0.0,1.0,0.0,1.0,0.415007657,interim
foundation_200,ICLR,all,limitations,estimated_words,7,123.571429,53.0,0.0,0.0,132.5,0.0,600.0,90.068912679,interim
foundation_200,ICLR,all,limitations,main_word_share,7,0.017429,0.006,0.0,0.0,0.015,0.0,0.092,0.012003063,interim
foundation_200,ICLR,all,limitations,figures,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,tables,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,displayed_equations,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,visual_objects,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,equation_share_within_main,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,visual_objects_per_1000_words,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,equations_per_1000_words,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,limitations,visual_share_within_main,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,appendix,present,7,0.857143,1.0,1.0,1.0,1.0,0.0,1.0,0.830015314,interim
foundation_200,ICLR,all,appendix,estimated_words,7,4215.142857,3135.2,2950.0,1345.5,5017.5,0.0,13830.0,3328.845328416,interim
foundation_200,ICLR,all,appendix,figures,7,3.285714,1.6,1.0,0.0,3.5,0.0,15.0,3.434915773,interim
foundation_200,ICLR,all,appendix,tables,7,4.714286,4.0,3.0,0.5,8.0,0.0,13.0,4.754977029,interim
foundation_200,ICLR,all,appendix,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,appendix,displayed_equations,7,7.571429,2.4,0.0,0.0,6.0,0.0,41.0,4.4517611,interim
foundation_200,ICLR,all,appendix,visual_objects,7,8.0,5.6,5.0,0.5,11.0,0.0,28.0,8.189892803,interim
foundation_200,ICLR,all,appendix,visual_objects_per_1000_words,6,2.045569,1.920813,1.862078,1.00083,2.89953,0.0,4.590164,2.397761854,interim
foundation_200,ICLR,all,appendix,equations_per_1000_words,6,2.651751,1.372798,0.253073,0.0,3.86532,0.0,10.419314,2.008648552,interim
foundation_200,ICLR,all,appendix,equation_share_within_main,5,2.4125,1.6875,2.5,0.0,2.5625,0.0,7.0,1.73100348,interim
foundation_200,ICLR,all,appendix,visual_share_within_main,6,1.07399,0.910985,0.613636,0.1875,1.931818,0.0,2.8,0.944719546,interim
foundation_200,ICLR,all,appendix,main_word_share,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,present,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,all,other,estimated_words,7,822.428571,814.8,940.0,349.5,1217.5,58.0,1625.0,795.070444078,interim
foundation_200,ICLR,all,other,figures,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,tables,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,algorithms,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,displayed_equations,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,visual_objects,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,visual_objects_per_1000_words,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,equations_per_1000_words,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,equation_share_within_main,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,all,other,main_word_share,4,0.0675,0.0675,0.058,0.02275,0.10275,0.01,0.144,0.05508377,interim
foundation_200,ICLR,all,other,visual_share_within_main,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,present,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,oral,abstract,estimated_words,5,207.6,212.0,218.0,193.0,225.0,177.0,225.0,207.6,interim
foundation_200,ICLR,oral,abstract,main_word_share,5,0.037898,0.038831,0.039,0.037492,0.04,0.032,0.041,0.037898411,interim
foundation_200,ICLR,oral,abstract,figures,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,tables,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,algorithms,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,displayed_equations,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,visual_objects,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,visual_objects_per_1000_words,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,equations_per_1000_words,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,visual_share_within_main,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,abstract,equation_share_within_main,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,introduction,present,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,oral,introduction,estimated_words,5,661.0,668.333333,700.0,600.0,705.0,539.0,761.0,661.0,interim
foundation_200,ICLR,oral,introduction,main_word_share,5,0.121218,0.123697,0.127092,0.114,0.13,0.096,0.139,0.121218344,interim
foundation_200,ICLR,oral,introduction,figures,5,0.6,0.666667,1.0,0.0,1.0,0.0,1.0,0.6,interim
foundation_200,ICLR,oral,introduction,tables,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,introduction,algorithms,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,introduction,displayed_equations,5,0.4,0.0,0.0,0.0,0.0,0.0,2.0,0.4,interim
foundation_200,ICLR,oral,introduction,visual_objects,5,0.6,0.666667,1.0,0.0,1.0,0.0,1.0,0.6,interim
foundation_200,ICLR,oral,introduction,visual_objects_per_1000_words,5,0.879833,0.910833,1.31406,0.0,1.41844,0.0,1.666667,0.879833366,interim
foundation_200,ICLR,oral,introduction,equations_per_1000_words,5,0.666667,0.0,0.0,0.0,0.0,0.0,3.333333,0.666666667,interim
foundation_200,ICLR,oral,introduction,visual_share_within_main,5,0.054848,0.058081,0.083333,0.0,0.090909,0.0,0.1,0.054848485,interim
foundation_200,ICLR,oral,introduction,equation_share_within_main,3,0.333333,0.333333,0.0,0.0,0.5,0.0,1.0,0.333333333,interim
foundation_200,ICLR,oral,related_work,present,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,oral,related_work,estimated_words,5,602.4,620.0,640.0,520.0,700.0,421.0,731.0,602.4,interim
foundation_200,ICLR,oral,related_work,main_word_share,5,0.110429,0.114715,0.110146,0.104,0.13,0.075,0.133,0.110429231,interim
foundation_200,ICLR,oral,related_work,figures,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,related_work,tables,5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,interim
foundation_200,ICLR,oral,related_work,algorithms,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,related_work,displayed_equations,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,related_work,visual_objects,5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,interim
foundation_200,ICLR,oral,related_work,visual_objects_per_1000_words,5,0.273598,0.0,0.0,0.0,0.0,0.0,1.367989,0.273597811,interim
foundation_200,ICLR,oral,related_work,equations_per_1000_words,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,related_work,visual_share_within_main,5,0.02,0.0,0.0,0.0,0.0,0.0,0.1,0.02,interim
foundation_200,ICLR,oral,related_work,equation_share_within_main,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,method,present,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,oral,method,estimated_words,5,1389.4,1302.0,1186.0,900.0,1820.0,541.0,2500.0,1389.4,interim
foundation_200,ICLR,oral,method,main_word_share,5,0.230328,0.215879,0.217,0.190638,0.24,0.096,0.408,0.230327515,interim
foundation_200,ICLR,oral,method,figures,5,1.4,1.333333,1.0,1.0,2.0,1.0,2.0,1.4,interim
foundation_200,ICLR,oral,method,tables,5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,interim
foundation_200,ICLR,oral,method,algorithms,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,method,displayed_equations,5,1.4,0.666667,0.0,0.0,2.0,0.0,5.0,1.4,interim
foundation_200,ICLR,oral,method,visual_objects,5,1.6,1.666667,2.0,1.0,2.0,1.0,2.0,1.6,interim
foundation_200,ICLR,oral,method,visual_objects_per_1000_words,5,1.362544,1.2635,1.098901,0.84317,1.848429,0.8,2.222222,1.362544495,interim
foundation_200,ICLR,oral,method,equations_per_1000_words,5,0.709451,0.266667,0.0,0.0,0.8,0.0,2.747253,0.709450549,interim
foundation_200,ICLR,oral,method,visual_share_within_main,5,0.189697,0.149495,0.166667,0.1,0.181818,0.1,0.4,0.18969697,interim
foundation_200,ICLR,oral,method,equation_share_within_main,3,0.666667,0.666667,1.0,0.5,1.0,0.0,1.0,0.666666667,interim
foundation_200,ICLR,oral,theory,present,5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,interim
foundation_200,ICLR,oral,theory,estimated_words,5,112.0,0.0,0.0,0.0,0.0,0.0,560.0,112.0,interim
foundation_200,ICLR,oral,theory,main_word_share,5,0.023724,0.0,0.0,0.0,0.0,0.0,0.118619,0.023723787,interim
foundation_200,ICLR,oral,theory,figures,5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,interim
foundation_200,ICLR,oral,theory,tables,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,theory,algorithms,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,theory,displayed_equations,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,theory,visual_objects,5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,interim
foundation_200,ICLR,oral,theory,visual_share_within_main,5,0.016667,0.0,0.0,0.0,0.0,0.0,0.083333,0.016666667,interim
foundation_200,ICLR,oral,theory,equation_share_within_main,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,theory,visual_objects_per_1000_words,1,1.785714,1.785714,1.785714,1.785714,1.785714,1.785714,1.785714,1.785714286,interim
foundation_200,ICLR,oral,theory,equations_per_1000_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,experimental_design,present,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,oral,experimental_design,estimated_words,5,651.4,574.0,522.0,500.0,700.0,300.0,1235.0,651.4,interim
foundation_200,ICLR,oral,experimental_design,main_word_share,5,0.119782,0.110303,0.10591,0.095,0.13,0.049,0.219,0.119781953,interim
foundation_200,ICLR,oral,experimental_design,figures,5,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.8,interim
foundation_200,ICLR,oral,experimental_design,tables,5,0.6,0.333333,0.0,0.0,1.0,0.0,2.0,0.6,interim
foundation_200,ICLR,oral,experimental_design,algorithms,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,experimental_design,displayed_equations,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,experimental_design,visual_objects,5,1.4,0.666667,0.0,0.0,2.0,0.0,5.0,1.4,interim
foundation_200,ICLR,oral,experimental_design,visual_objects_per_1000_words,5,1.381145,0.952381,0.0,0.0,2.857143,0.0,4.048583,1.381145171,interim
foundation_200,ICLR,oral,experimental_design,equations_per_1000_words,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,experimental_design,visual_share_within_main,5,0.136364,0.060606,0.0,0.0,0.181818,0.0,0.5,0.136363636,interim
foundation_200,ICLR,oral,experimental_design,equation_share_within_main,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interim
foundation_200,ICLR,oral,results,present,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,interim
foundation_200,ICLR,oral,results,estimated_words,5,1351.2,1272.0,1250.0,1160.0,1406.0,850.0,2090.0,1351.2,interim
foundation_200,ICLR,oral,results,main_word_share,5,0.246542,0.240904,0.245711,0.22,0.257,0.139,0.371,0.246542131,interim
foundation_200,ICLR,oral,results,figures,5,1.2,1.0,1.0,0.0,2.0,0.0,3.0,1.2,interim
